corpus;match_position;left context;match;right_context;Kodning;text_gender;corpus_id;text_nationality;text_illustrations;text_subtitle;text_publisher;text_id;text_pseudonym;text_pages;text_source;text_surname;text_file_id;text_year;text_typeface;text_volume;text_price;text_title;text_firstname
MeMo corpus v. 0.5;63362736;vilde vedblive at nage ham til hans Dødsdag . — Den Ulykkelige ! udbrød Erik . Det var en tung;Skæbne;". — Ja , det var det ; forgæves søgte jeg at trøste ham , jeg mødte kun et melankolsk";0;;MEMO_ALL;dk;n;Original romantisk Fortælling;Nørrejydsk Forlag;1899_Wende_KjaerlighedensKamp_2;;590;KB;Wende;130024036392;1899;gothic ;;4,16;Kjærlighedens Kamp;J
MeMo corpus v. 0.5;36384;". . — Lad os ikke tale om ham , afbrød Greven hende ; tænk aldrig paa at fæste Deres";Skæbne;til ham — han vil aldrig forstaa at vurdere Dem . — Jeg paakalder ikke Deres Dom om min Forlovede;1;;MEMO_ALL;;n;Original romantisk Fortælling;Behrends Enke;1870_AT_DenVanvittigesBoernEllerSkurkenPaaNoerrebro;A.T.;362;KB;;130024227066;1870;gothic;;1,08;Den Vanvittiges Børn eller Skurken paa Nørrebro;
;;;;;;;;;;;;;;;;;;;;;;;
"## CQP query: [word = "".*s.*æbne.?.?"" %c]";;;;;;;;;;;;;;;;;;;;;;;
## context: 1 sentence;;;;;;;;;;;;;;;;;;;;;;;
## within: sentence;;;;;;;;;;;;;;;;;;;;;;;
## sorting: random;;;;;;;;;;;;;;;;;;;;;;;
## start: 100;;;;;;;;;;;;;;;;;;;;;;;
## end: 124;;;;;;;;;;;;;;;;;;;;;;;
"## Total hits: 7<span rel=""localize[util_numbergroupseparator]"">&nbsp;</span>196";;;;;;;;;;;;;;;;;;;;;;;
